"","fold1","fold2","fold3","fold4"
"998",NA,NA,NA,1
"999",0,NA,NA,NA
"1000",NA,NA,NA,0
"1001",0,NA,NA,NA
"1002",NA,0,NA,NA
"1003",NA,NA,1,NA
"1004",NA,NA,1,NA
"1005",0,NA,NA,NA
"1006",NA,0,NA,NA
"1007",0,NA,NA,NA
"1008",0,NA,NA,NA
"1009",NA,NA,0,NA
"1010",0,NA,NA,NA
"1011",NA,0,NA,NA
"1012",NA,1,NA,NA
"1013",NA,NA,0,NA
"1014",NA,1,NA,NA
"1015",NA,NA,NA,0
"1016",NA,NA,NA,1
"1017",NA,NA,NA,0
"1018",NA,0,NA,NA
"1019",0,NA,NA,NA
"1020",NA,NA,NA,1
"1021",1,NA,NA,NA
"1022",NA,NA,0,NA
"1023",0,NA,NA,NA
"1024",0,NA,NA,NA
"1025",NA,NA,NA,0
"1026",0,NA,NA,NA
"1027",NA,NA,0,NA
"1028",NA,NA,0,NA
"1029",0,NA,NA,NA
"1030",NA,NA,NA,0
"1031",NA,NA,NA,1
"1032",NA,0,NA,NA
"1033",NA,1,NA,NA
"1034",NA,NA,0,NA
"1035",NA,0,NA,NA
"1036",NA,1,NA,NA
"1037",NA,NA,1,NA
"1038",NA,NA,0,NA
"1039",NA,0,NA,NA
"1040",NA,0,NA,NA
"1041",1,NA,NA,NA
"1042",NA,NA,0,NA
"1043",NA,NA,NA,0
"1044",NA,NA,0,NA
"1045",1,NA,NA,NA
"1046",NA,NA,0,NA
"1047",0,NA,NA,NA
"1048",NA,NA,1,NA
"1049",NA,NA,0,NA
"1050",NA,NA,0,NA
"1051",0,NA,NA,NA
"1052",NA,NA,0,NA
"1053",NA,NA,1,NA
"1054",0,NA,NA,NA
"1055",NA,0,NA,NA
"1056",NA,NA,0,NA
"1057",NA,NA,0,NA
"1058",0,NA,NA,NA
"1059",NA,NA,0,NA
"1060",NA,0,NA,NA
"1061",NA,NA,0,NA
"1062",NA,NA,NA,0
"1063",NA,NA,0,NA
"1064",NA,0,NA,NA
"1065",0,NA,NA,NA
"1066",NA,0,NA,NA
"1067",1,NA,NA,NA
"1068",NA,NA,NA,0
"1069",NA,NA,1,NA
"1070",0,NA,NA,NA
"1071",NA,NA,NA,0
"1072",NA,NA,NA,0
"1073",NA,NA,0,NA
"1074",0,NA,NA,NA
"1075",0,NA,NA,NA
"1076",NA,0,NA,NA
"1077",NA,NA,0,NA
"1078",0,NA,NA,NA
"1079",0,NA,NA,NA
"1080",NA,NA,NA,0
"1081",NA,NA,0,NA
"1082",NA,NA,1,NA
"1083",NA,0,NA,NA
"1084",NA,NA,NA,0
"1085",NA,0,NA,NA
"1086",NA,0,NA,NA
"1087",1,NA,NA,NA
"1088",NA,0,NA,NA
"1089",NA,1,NA,NA
"1090",NA,0,NA,NA
"1091",NA,NA,0,NA
"1092",NA,1,NA,NA
"1093",NA,0,NA,NA
"1094",1,NA,NA,NA
"1095",1,NA,NA,NA
"1096",NA,NA,0,NA
"1097",NA,1,NA,NA
"1098",0,NA,NA,NA
"1099",0,NA,NA,NA
"1100",NA,NA,1,NA
"1101",0,NA,NA,NA
"1102",NA,NA,0,NA
"1103",0,NA,NA,NA
"1104",NA,NA,NA,0
"1105",NA,NA,0,NA
"1106",NA,NA,NA,0
"1107",0,NA,NA,NA
"1108",0,NA,NA,NA
"1109",NA,NA,0,NA
"1110",NA,NA,NA,1
"1111",NA,1,NA,NA
"1112",0,NA,NA,NA
"1113",NA,NA,0,NA
"1114",0,NA,NA,NA
"1115",NA,NA,1,NA
"1116",NA,0,NA,NA
"1117",NA,0,NA,NA
"1118",NA,NA,NA,1
"1119",0,NA,NA,NA
"1120",NA,NA,1,NA
"1121",NA,NA,0,NA
"1122",NA,NA,1,NA
"1123",NA,0,NA,NA
"1124",NA,NA,NA,0
"1125",NA,0,NA,NA
"1126",NA,0,NA,NA
"1127",NA,0,NA,NA
"1128",NA,NA,NA,0
"1129",NA,0,NA,NA
"1130",NA,NA,NA,0
"1131",NA,0,NA,NA
"1132",NA,0,NA,NA
"1133",NA,0,NA,NA
"1134",NA,NA,0,NA
"1135",0,NA,NA,NA
"1136",NA,0,NA,NA
"1137",NA,0,NA,NA
"1138",0,NA,NA,NA
"1139",NA,NA,NA,0
"1140",0,NA,NA,NA
"1141",NA,1,NA,NA
"1142",NA,NA,NA,0
"1143",NA,0,NA,NA
"1144",NA,1,NA,NA
"1145",NA,NA,NA,0
"1146",0,NA,NA,NA
"1147",NA,0,NA,NA
"1148",NA,NA,0,NA
"1149",NA,NA,0,NA
"1150",NA,0,NA,NA
"1151",0,NA,NA,NA
"1152",1,NA,NA,NA
"1153",0,NA,NA,NA
"1154",NA,NA,1,NA
"1155",0,NA,NA,NA
"1156",NA,NA,NA,1
"1157",NA,NA,NA,1
"1158",0,NA,NA,NA
"1159",NA,0,NA,NA
"1160",0,NA,NA,NA
"1161",NA,NA,NA,0
"1162",1,NA,NA,NA
"1163",1,NA,NA,NA
"1164",NA,NA,NA,0
"1165",NA,NA,NA,1
"1166",NA,NA,1,NA
"1167",0,NA,NA,NA
"1168",NA,NA,NA,0
"1169",0,NA,NA,NA
"1170",NA,0,NA,NA
"1171",NA,0,NA,NA
"1172",NA,0,NA,NA
"1173",NA,NA,NA,0
"1174",NA,NA,NA,0
"1175",NA,NA,1,NA
"1176",1,NA,NA,NA
"1177",0,NA,NA,NA
"1178",NA,NA,NA,0
"1179",NA,1,NA,NA
"1180",NA,NA,NA,1
"1181",NA,0,NA,NA
"1182",NA,0,NA,NA
"1183",NA,NA,NA,1
"1184",NA,NA,1,NA
"1185",0,NA,NA,NA
"1186",NA,0,NA,NA
"1187",NA,NA,NA,0
"1188",NA,0,NA,NA
"1189",0,NA,NA,NA
"1190",1,NA,NA,NA
"1191",NA,NA,0,NA
"1192",NA,1,NA,NA
"1193",NA,0,NA,NA
"1194",NA,0,NA,NA
"1195",NA,0,NA,NA
"1196",0,NA,NA,NA
"1197",NA,0,NA,NA
"1198",NA,NA,NA,0
"1199",NA,0,NA,NA
"1200",NA,0,NA,NA
"1201",NA,0,NA,NA
"1202",0,NA,NA,NA
"1203",NA,NA,NA,0
"1204",NA,NA,0,NA
"1205",NA,NA,NA,0
"1206",NA,NA,NA,0
"1207",NA,NA,1,NA
"1208",NA,0,NA,NA
"1209",0,NA,NA,NA
"1210",NA,0,NA,NA
"1211",NA,1,NA,NA
"1212",0,NA,NA,NA
"1213",NA,NA,0,NA
"1214",0,NA,NA,NA
"1215",NA,NA,1,NA
"1216",NA,NA,NA,0
"1217",NA,NA,NA,1
"1218",NA,NA,NA,0
"1219",NA,NA,NA,0
"1220",NA,0,NA,NA
"1221",NA,NA,NA,0
"1222",NA,NA,NA,1
"1223",0,NA,NA,NA
"1224",NA,0,NA,NA
"1225",NA,NA,0,NA
"1226",NA,0,NA,NA
"1227",0,NA,NA,NA
"1228",0,NA,NA,NA
"1229",NA,NA,0,NA
"1230",NA,NA,0,NA
"1231",NA,NA,NA,0
"1232",NA,1,NA,NA
"1233",NA,0,NA,NA
"1234",NA,0,NA,NA
"1235",NA,0,NA,NA
"1236",NA,0,NA,NA
"1237",NA,0,NA,NA
"1238",NA,NA,NA,1
"1239",1,NA,NA,NA
"1240",1,NA,NA,NA
"1241",NA,0,NA,NA
"1242",NA,NA,NA,0
"1243",NA,NA,NA,1
"1244",NA,1,NA,NA
"1245",1,NA,NA,NA
"1246",0,NA,NA,NA
"1247",NA,NA,1,NA
"1248",0,NA,NA,NA
"1249",NA,0,NA,NA
"1250",NA,NA,0,NA
"1251",NA,NA,0,NA
"1252",NA,NA,NA,0
"1253",NA,NA,1,NA
"1254",NA,NA,NA,0
"1255",NA,NA,NA,0
"1256",NA,NA,NA,0
"1257",NA,NA,0,NA
"1258",NA,NA,0,NA
"1259",0,NA,NA,NA
"1260",0,NA,NA,NA
"1261",NA,0,NA,NA
"1262",NA,0,NA,NA
"1263",1,NA,NA,NA
"1264",NA,NA,NA,0
"1265",NA,0,NA,NA
"1266",NA,NA,0,NA
"1267",0,NA,NA,NA
"1268",NA,NA,NA,0
"1269",NA,NA,0,NA
"1270",0,NA,NA,NA
"1271",NA,0,NA,NA
"1272",NA,NA,NA,0
"1273",NA,0,NA,NA
"1274",NA,0,NA,NA
"1275",1,NA,NA,NA
"1276",NA,0,NA,NA
"1277",NA,1,NA,NA
"1278",NA,NA,0,NA
"1279",NA,NA,1,NA
"1280",NA,NA,0,NA
"1281",NA,NA,0,NA
"1282",NA,NA,NA,1
"1283",NA,NA,NA,0
"1284",0,NA,NA,NA
"1285",NA,NA,0,NA
"1286",NA,NA,0,NA
"1287",NA,0,NA,NA
"1288",NA,NA,NA,0
"1289",NA,NA,0,NA
"1290",0,NA,NA,NA
"1291",NA,NA,NA,1
"1292",NA,NA,0,NA
"1293",NA,NA,0,NA
"1294",NA,NA,0,NA
"1295",NA,NA,0,NA
"1296",NA,0,NA,NA
"1297",NA,NA,1,NA
"1298",NA,NA,NA,0
"1299",NA,0,NA,NA
"1300",NA,0,NA,NA
"1301",NA,NA,0,NA
"1302",NA,0,NA,NA
"1303",NA,NA,0,NA
"1304",NA,1,NA,NA
"1305",NA,NA,NA,0
"1306",0,NA,NA,NA
"1307",NA,0,NA,NA
"1308",NA,NA,NA,0
"1309",0,NA,NA,NA
"1310",NA,NA,1,NA
"1311",NA,1,NA,NA
"1312",NA,NA,0,NA
"1313",NA,NA,1,NA
"1314",0,NA,NA,NA
"1315",NA,NA,NA,1
"1316",NA,NA,NA,0
"1317",NA,NA,0,NA
"1318",NA,NA,1,NA
"1319",NA,NA,NA,0
"1320",NA,NA,NA,0
"1321",0,NA,NA,NA
"1322",NA,0,NA,NA
"1323",NA,NA,0,NA
"1324",NA,0,NA,NA
"1325",NA,NA,1,NA
"1326",NA,0,NA,NA
"1327",NA,NA,NA,0
"1328",0,NA,NA,NA
"1329",NA,NA,0,NA
"1330",0,NA,NA,NA
"1331",NA,NA,NA,0
"1332",NA,NA,0,NA
"1333",0,NA,NA,NA
"1334",NA,NA,1,NA
"1335",0,NA,NA,NA
"1336",NA,NA,0,NA
"1337",NA,0,NA,NA
"1338",1,NA,NA,NA
"1339",NA,0,NA,NA
"1340",0,NA,NA,NA
"1341",NA,NA,NA,1
"1342",NA,NA,0,NA
"1343",NA,0,NA,NA
"1344",NA,NA,NA,1
"1345",NA,0,NA,NA
"1346",NA,0,NA,NA
"1347",NA,NA,1,NA
"1348",NA,1,NA,NA
"1349",NA,0,NA,NA
"1350",0,NA,NA,NA
"1351",0,NA,NA,NA
"1352",0,NA,NA,NA
"1353",NA,NA,NA,0
"1354",NA,NA,NA,1
"1355",NA,NA,NA,0
"1356",0,NA,NA,NA
"1357",NA,NA,NA,0
"1358",NA,NA,NA,0
"1359",NA,0,NA,NA
"1360",NA,NA,NA,1
"1361",NA,NA,NA,1
"1362",0,NA,NA,NA
"1363",NA,NA,NA,0
"1364",NA,NA,0,NA
"1365",NA,NA,NA,0
"1366",NA,NA,NA,0
"1367",NA,NA,0,NA
"1368",NA,NA,NA,1
"1369",NA,0,NA,NA
"1370",0,NA,NA,NA
"1371",NA,NA,0,NA
"1372",0,NA,NA,NA
"1373",NA,NA,0,NA
"1374",NA,1,NA,NA
"1375",NA,1,NA,NA
"1376",NA,NA,0,NA
"1377",NA,NA,0,NA
"1378",NA,NA,0,NA
"1379",NA,NA,0,NA
"1380",NA,NA,NA,0
"1381",0,NA,NA,NA
"1382",NA,0,NA,NA
"1383",NA,NA,1,NA
"1384",NA,0,NA,NA
"1385",NA,NA,NA,1
"1386",NA,0,NA,NA
"1387",NA,0,NA,NA
"1388",NA,1,NA,NA
"1389",0,NA,NA,NA
"1390",NA,NA,0,NA
"1391",NA,NA,0,NA
"1392",NA,NA,0,NA
"1393",NA,0,NA,NA
"1394",NA,NA,NA,0
"1395",NA,NA,NA,1
"1396",NA,NA,0,NA
"1397",0,NA,NA,NA
"1398",NA,1,NA,NA
"1399",NA,NA,NA,0
"1400",NA,NA,1,NA
"1401",1,NA,NA,NA
"1402",NA,0,NA,NA
"1403",0,NA,NA,NA
"1404",0,NA,NA,NA
"1405",0,NA,NA,NA
"1406",NA,NA,1,NA
"1407",NA,NA,0,NA
"1408",NA,NA,NA,0
"1409",NA,NA,0,NA
"1410",1,NA,NA,NA
"1411",NA,NA,NA,0
"1412",0,NA,NA,NA
"1413",0,NA,NA,NA
"1414",1,NA,NA,NA
"1415",NA,0,NA,NA
"1416",NA,NA,NA,0
"1417",NA,NA,NA,0
"1418",NA,NA,0,NA
"1419",NA,NA,1,NA
"1420",0,NA,NA,NA
"1421",1,NA,NA,NA
"1422",NA,0,NA,NA
"1423",NA,NA,0,NA
"1424",NA,0,NA,NA
"1425",NA,NA,NA,0
"1426",0,NA,NA,NA
"1427",NA,0,NA,NA
"1428",NA,NA,0,NA
"1429",0,NA,NA,NA
"1430",0,NA,NA,NA
"1431",NA,NA,0,NA
"1432",1,NA,NA,NA
"1433",NA,NA,NA,0
"1434",0,NA,NA,NA
"1435",NA,NA,NA,0
"1436",NA,0,NA,NA
"1437",0,NA,NA,NA
"1438",NA,NA,0,NA
"1439",NA,NA,1,NA
"1440",0,NA,NA,NA
"1441",NA,NA,NA,1
"1442",NA,0,NA,NA
"1443",0,NA,NA,NA
"1444",0,NA,NA,NA
"1445",0,NA,NA,NA
"1446",NA,NA,0,NA
"1447",NA,NA,NA,0
"1448",0,NA,NA,NA
"1449",0,NA,NA,NA
"1450",NA,NA,NA,0
"1451",NA,0,NA,NA
"1452",NA,NA,NA,0
"1453",0,NA,NA,NA
"1454",NA,NA,NA,0
"1455",NA,0,NA,NA
"1456",NA,NA,NA,0
"1457",NA,NA,1,NA
"1458",NA,NA,NA,0
"1459",NA,NA,1,NA
"1460",NA,NA,1,NA
"1461",NA,NA,0,NA
"1462",0,NA,NA,NA
"1463",NA,NA,1,NA
"1464",NA,0,NA,NA
"1465",NA,0,NA,NA
"1466",NA,0,NA,NA
"1467",NA,NA,NA,0
"1468",NA,NA,NA,0
"1469",NA,NA,1,NA
"1470",0,NA,NA,NA
"1471",NA,NA,NA,0
"1472",NA,0,NA,NA
"1473",NA,NA,NA,0
"1474",0,NA,NA,NA
"1475",NA,0,NA,NA
"1476",0,NA,NA,NA
"1477",NA,0,NA,NA
"1478",0,NA,NA,NA
"1479",NA,1,NA,NA
"1480",NA,1,NA,NA
"1481",NA,NA,0,NA
"1482",NA,NA,NA,0
"1483",NA,NA,NA,1
"1484",NA,NA,NA,1
"1485",NA,0,NA,NA
"1486",NA,NA,0,NA
"1487",NA,NA,NA,0
"1488",NA,NA,1,NA
"1489",NA,NA,NA,0
"1490",NA,NA,NA,0
"1491",NA,0,NA,NA
"1492",0,NA,NA,NA
"1493",NA,NA,NA,0
"1494",NA,NA,0,NA
"1495",0,NA,NA,NA
"1496",NA,NA,0,NA
"1497",0,NA,NA,NA
"1498",NA,0,NA,NA
"1499",NA,0,NA,NA
"1500",1,NA,NA,NA
"1501",NA,0,NA,NA
"1502",NA,NA,NA,1
"1503",NA,0,NA,NA
"1504",0,NA,NA,NA
"1505",NA,NA,0,NA
"1506",NA,0,NA,NA
"1507",0,NA,NA,NA
"1508",NA,NA,0,NA
"1509",NA,NA,NA,1
"1510",NA,0,NA,NA
"1511",NA,NA,0,NA
"1512",1,NA,NA,NA
"1513",1,NA,NA,NA
"1514",0,NA,NA,NA
"1515",NA,1,NA,NA
"1516",0,NA,NA,NA
"1517",NA,0,NA,NA
"1518",NA,0,NA,NA
"1519",0,NA,NA,NA
"1520",NA,NA,0,NA
"1521",NA,NA,0,NA
"1522",NA,NA,NA,0
"1523",NA,NA,NA,1
"1524",0,NA,NA,NA
"1525",NA,0,NA,NA
"1526",NA,0,NA,NA
"1527",NA,NA,NA,1
"1528",NA,NA,0,NA
"1529",1,NA,NA,NA
"1530",NA,0,NA,NA
"1531",NA,NA,NA,0
"1532",0,NA,NA,NA
"1533",NA,NA,1,NA
"1534",NA,NA,NA,0
"1535",NA,NA,NA,1
"1536",NA,NA,1,NA
"1537",NA,NA,NA,1
"1538",NA,NA,0,NA
"1539",NA,NA,0,NA
"1540",NA,NA,0,NA
"1541",NA,0,NA,NA
"1542",0,NA,NA,NA
"1543",NA,NA,0,NA
"1544",NA,NA,NA,0
"1545",0,NA,NA,NA
"1546",NA,NA,NA,0
"1547",NA,NA,0,NA
"1548",NA,NA,0,NA
"1549",0,NA,NA,NA
"1550",NA,NA,0,NA
"1551",NA,0,NA,NA
"1552",NA,0,NA,NA
"1553",NA,NA,NA,1
"1554",NA,NA,0,NA
"1555",NA,NA,NA,0
"1556",NA,1,NA,NA
"1557",0,NA,NA,NA
"1558",NA,0,NA,NA
"1559",NA,NA,NA,1
"1560",0,NA,NA,NA
"1561",NA,0,NA,NA
"1562",0,NA,NA,NA
"1563",NA,NA,NA,0
"1564",NA,NA,0,NA
"1565",NA,1,NA,NA
"1566",0,NA,NA,NA
"1567",NA,0,NA,NA
"1568",NA,NA,NA,0
"1569",0,NA,NA,NA
"1570",NA,0,NA,NA
"1571",NA,NA,0,NA
"1572",0,NA,NA,NA
"1573",1,NA,NA,NA
"1574",NA,NA,0,NA
"1575",NA,1,NA,NA
"1576",NA,NA,NA,0
"1577",0,NA,NA,NA
"1578",NA,0,NA,NA
"1579",NA,0,NA,NA
"1580",NA,0,NA,NA
"1581",1,NA,NA,NA
"1582",NA,NA,0,NA
"1583",NA,0,NA,NA
"1584",NA,NA,NA,1
"1585",NA,NA,NA,0
"1586",NA,NA,0,NA
"1587",NA,NA,NA,0
"1588",NA,NA,1,NA
"1589",1,NA,NA,NA
"1590",1,NA,NA,NA
"1591",NA,NA,0,NA
"1592",NA,NA,NA,0
"1593",0,NA,NA,NA
"1594",NA,0,NA,NA
"1595",NA,NA,0,NA
"1596",NA,NA,0,NA
"1597",NA,NA,NA,0
"1598",NA,NA,0,NA
"1599",NA,1,NA,NA
"1600",NA,NA,0,NA
"1601",NA,NA,1,NA
"1602",NA,NA,0,NA
"1603",0,NA,NA,NA
"1604",NA,NA,1,NA
"1605",NA,1,NA,NA
"1606",NA,NA,0,NA
"1607",NA,0,NA,NA
"1608",0,NA,NA,NA
"1609",NA,NA,NA,1
"1610",NA,NA,0,NA
"1611",NA,NA,0,NA
"1612",NA,1,NA,NA
"1613",NA,NA,NA,0
"1614",NA,0,NA,NA
"1615",NA,0,NA,NA
"1616",0,NA,NA,NA
"1617",NA,NA,1,NA
"1618",NA,NA,0,NA
"1619",0,NA,NA,NA
"1620",NA,NA,NA,0
"1621",NA,1,NA,NA
"1622",NA,NA,NA,1
"1623",1,NA,NA,NA
"1624",NA,NA,1,NA
"1625",NA,0,NA,NA
"1626",NA,NA,NA,0
"1627",NA,0,NA,NA
"1628",NA,0,NA,NA
"1629",NA,1,NA,NA
"1630",NA,0,NA,NA
"1631",NA,NA,NA,0
"1632",NA,NA,NA,0
"1633",NA,NA,0,NA
"1634",NA,NA,0,NA
"1635",NA,0,NA,NA
"1636",NA,NA,1,NA
"1637",NA,NA,NA,1
"1638",NA,NA,NA,0
"1639",0,NA,NA,NA
"1640",0,NA,NA,NA
"1641",1,NA,NA,NA
"1642",NA,NA,NA,1
"1643",NA,0,NA,NA
"1644",NA,NA,NA,1
"1645",NA,0,NA,NA
"1646",NA,NA,0,NA
"1647",NA,NA,NA,0
"1648",0,NA,NA,NA
"1649",NA,1,NA,NA
"1650",0,NA,NA,NA
"1651",NA,0,NA,NA
"1652",NA,NA,NA,0
"1653",NA,NA,NA,0
"1654",1,NA,NA,NA
"1655",NA,NA,NA,0
"1656",NA,0,NA,NA
"1657",NA,NA,0,NA
"1658",NA,NA,0,NA
"1659",NA,NA,0,NA
"1660",NA,NA,0,NA
"1661",0,NA,NA,NA
"1662",NA,NA,NA,0
"1663",NA,NA,NA,0
"1664",NA,NA,NA,1
"1665",NA,NA,0,NA
"1666",NA,0,NA,NA
"1667",NA,NA,0,NA
"1668",NA,0,NA,NA
"1669",NA,NA,NA,0
"1670",0,NA,NA,NA
"1671",NA,NA,0,NA
"1672",NA,0,NA,NA
"1673",NA,0,NA,NA
"1674",NA,1,NA,NA
"1675",NA,NA,0,NA
"1676",NA,NA,0,NA
"1677",NA,0,NA,NA
"1678",NA,NA,0,NA
"1679",NA,NA,0,NA
"1680",NA,NA,0,NA
"1681",0,NA,NA,NA
"1682",NA,NA,NA,1
"1683",0,NA,NA,NA
"1684",NA,NA,NA,0
"1685",NA,NA,NA,1
"1686",NA,NA,NA,1
"1687",NA,NA,NA,0
"1688",NA,NA,NA,1
"1689",NA,0,NA,NA
"1690",NA,1,NA,NA
"1691",NA,NA,1,NA
"1692",NA,NA,0,NA
"1693",0,NA,NA,NA
"1694",NA,NA,NA,0
"1695",1,NA,NA,NA
"1696",0,NA,NA,NA
"1697",0,NA,NA,NA
"1698",NA,0,NA,NA
"1699",0,NA,NA,NA
"1700",NA,0,NA,NA
"1701",NA,0,NA,NA
"1702",NA,NA,0,NA
"1703",1,NA,NA,NA
"1704",NA,0,NA,NA
"1705",NA,NA,1,NA
"1706",NA,NA,0,NA
"1707",0,NA,NA,NA
"1708",0,NA,NA,NA
"1709",NA,NA,0,NA
"1710",NA,1,NA,NA
"1711",0,NA,NA,NA
"1712",NA,NA,0,NA
"1713",NA,NA,0,NA
"1714",NA,NA,0,NA
"1715",NA,0,NA,NA
"1716",NA,NA,NA,0
"1717",NA,NA,0,NA
"1718",NA,NA,NA,1
"1719",NA,NA,0,NA
"1720",NA,NA,NA,1
"1721",0,NA,NA,NA
"1722",NA,1,NA,NA
"1723",0,NA,NA,NA
"1724",NA,NA,0,NA
"1725",NA,0,NA,NA
"1726",0,NA,NA,NA
"1727",NA,0,NA,NA
"1728",NA,NA,NA,1
"1729",0,NA,NA,NA
"1730",NA,NA,1,NA
"1731",0,NA,NA,NA
"1732",NA,NA,0,NA
"1733",NA,0,NA,NA
"1734",0,NA,NA,NA
"1735",NA,NA,NA,0
"1736",NA,0,NA,NA
"1737",NA,0,NA,NA
"1738",NA,NA,0,NA
"1739",NA,NA,NA,0
"1740",NA,NA,NA,0
"1741",NA,NA,NA,0
"1742",NA,NA,NA,0
"1743",NA,NA,NA,0
"1744",NA,NA,NA,0
"1745",0,NA,NA,NA
"1746",NA,0,NA,NA
"1747",NA,NA,0,NA
"1748",NA,0,NA,NA
"1749",NA,NA,0,NA
"1750",NA,NA,NA,0
"1751",0,NA,NA,NA
"1752",NA,0,NA,NA
"1753",NA,NA,0,NA
"1754",0,NA,NA,NA
"1755",NA,NA,0,NA
"1756",NA,NA,NA,0
"1757",NA,1,NA,NA
"1758",NA,NA,NA,1
"1759",NA,NA,1,NA
"1760",NA,NA,NA,1
"1761",1,NA,NA,NA
"1762",1,NA,NA,NA
"1763",NA,NA,0,NA
"1764",NA,0,NA,NA
"1765",NA,NA,1,NA
"1766",0,NA,NA,NA
"1767",0,NA,NA,NA
"1768",0,NA,NA,NA
"1769",NA,NA,0,NA
"1770",0,NA,NA,NA
"1771",NA,NA,NA,0
"1772",NA,NA,NA,0
"1773",NA,NA,NA,1
"1774",NA,0,NA,NA
"1775",0,NA,NA,NA
"1776",0,NA,NA,NA
"1777",NA,NA,NA,0
"1778",NA,0,NA,NA
"1779",NA,NA,NA,1
"1780",0,NA,NA,NA
"1781",NA,NA,NA,1
"1782",NA,0,NA,NA
"1783",0,NA,NA,NA
"1784",NA,NA,0,NA
"1785",NA,NA,0,NA
"1786",NA,NA,0,NA
"1787",NA,NA,0,NA
"1788",NA,NA,1,NA
"1789",0,NA,NA,NA
"1790",1,NA,NA,NA
"1791",NA,NA,NA,1
"1792",NA,1,NA,NA
"1793",0,NA,NA,NA
"1794",0,NA,NA,NA
"1795",NA,NA,NA,0
"1796",NA,NA,NA,0
"1797",NA,1,NA,NA
"1798",NA,0,NA,NA
"1799",0,NA,NA,NA
"1800",NA,NA,0,NA
"1801",NA,NA,NA,0
"1802",1,NA,NA,NA
"1803",NA,0,NA,NA
"1804",0,NA,NA,NA
"1805",NA,0,NA,NA
"1806",NA,NA,NA,0
"1807",NA,NA,0,NA
"1808",NA,NA,1,NA
"1809",NA,NA,0,NA
"1810",NA,0,NA,NA
"1811",NA,0,NA,NA
"1812",NA,NA,0,NA
"1813",NA,NA,NA,0
"1814",NA,0,NA,NA
"1815",NA,0,NA,NA
"1816",NA,1,NA,NA
"1817",NA,NA,0,NA
"1818",NA,NA,NA,0
"1819",NA,NA,0,NA
"1820",NA,NA,NA,0
"1821",0,NA,NA,NA
"1822",NA,NA,NA,0
"1823",0,NA,NA,NA
"1824",NA,NA,NA,1
"1825",NA,1,NA,NA
"1826",NA,1,NA,NA
"1827",NA,NA,NA,0
"1828",NA,NA,NA,0
"1829",NA,NA,0,NA
"1830",NA,0,NA,NA
"1831",NA,NA,NA,0
"1832",NA,0,NA,NA
"1833",NA,0,NA,NA
"1834",NA,NA,0,NA
"1835",NA,NA,NA,0
"1836",0,NA,NA,NA
"1837",NA,0,NA,NA
"1838",NA,NA,0,NA
"1839",0,NA,NA,NA
"1840",NA,0,NA,NA
"1841",NA,NA,NA,0
"1842",NA,NA,NA,1
"1843",0,NA,NA,NA
"1844",0,NA,NA,NA
"1845",0,NA,NA,NA
"1846",NA,1,NA,NA
"1847",NA,NA,0,NA
"1848",NA,1,NA,NA
"1849",1,NA,NA,NA
"1850",NA,NA,NA,0
"1851",NA,NA,0,NA
"1852",NA,0,NA,NA
"1853",NA,NA,NA,0
"1854",NA,NA,NA,0
"1855",0,NA,NA,NA
"1856",NA,NA,NA,0
"1857",0,NA,NA,NA
"1858",NA,0,NA,NA
"1859",NA,0,NA,NA
"1860",NA,0,NA,NA
"1861",NA,0,NA,NA
"1862",NA,NA,0,NA
"1863",NA,NA,0,NA
"1864",0,NA,NA,NA
"1865",NA,NA,0,NA
"1866",NA,NA,0,NA
"1867",0,NA,NA,NA
"1868",NA,1,NA,NA
"1869",0,NA,NA,NA
"1870",NA,NA,0,NA
"1871",0,NA,NA,NA
"1872",0,NA,NA,NA
"1873",1,NA,NA,NA
"1874",NA,0,NA,NA
"1875",NA,NA,NA,0
"1876",NA,NA,0,NA
"1877",0,NA,NA,NA
"1878",NA,NA,0,NA
"1879",0,NA,NA,NA
"1880",NA,NA,0,NA
"1881",0,NA,NA,NA
"1882",1,NA,NA,NA
"1883",NA,0,NA,NA
"1884",NA,NA,0,NA
"1885",NA,NA,1,NA
"1886",NA,NA,NA,0
"1887",NA,NA,0,NA
"1888",NA,NA,NA,1
"1889",NA,NA,0,NA
"1890",NA,NA,NA,1
"1891",NA,0,NA,NA
"1892",0,NA,NA,NA
"1893",NA,NA,0,NA
"1894",NA,NA,1,NA
"1895",NA,NA,0,NA
"1896",NA,NA,NA,0
"1897",NA,0,NA,NA
"1898",NA,NA,0,NA
"1899",NA,0,NA,NA
"1900",NA,NA,0,NA
"1901",NA,1,NA,NA
"1902",NA,NA,1,NA
"1903",NA,NA,1,NA
"1904",1,NA,NA,NA
"1905",NA,NA,0,NA
"1906",0,NA,NA,NA
"1907",1,NA,NA,NA
"1908",NA,NA,NA,0
"1909",NA,0,NA,NA
"1910",NA,0,NA,NA
"1911",NA,0,NA,NA
"1912",NA,NA,NA,0
"1913",NA,NA,NA,0
"1914",NA,NA,0,0
"1915",NA,NA,NA,0
"1916",NA,1,NA,NA
"1917",NA,NA,NA,0
"1918",NA,NA,NA,1
"1919",NA,NA,NA,0
"1920",NA,NA,0,NA
"1921",NA,0,NA,NA
"1922",NA,NA,NA,1
"1923",NA,NA,1,NA
"1924",NA,NA,NA,0
"1925",NA,0,NA,NA
"1926",NA,NA,NA,0
"1927",NA,1,NA,NA
"1928",NA,NA,1,NA
"1929",NA,NA,NA,0
